Respondent_ID,A1_Organization_Type,A2_Organization_Size,A3_Years_Of_Operation,A4_Number_Of_Employees,A5_Primary_Location,A6_Main_Waste_Type,A7_Formal_Waste_Policy,A8_Responsible_Party,B1_SegregateAtSource,B2_SeparateContainers,B3_LabelledBins,B4_EmployeeUnderstanding,B5_HazardousSeparate,B6_StorageHygiene,C1_MeasurableTargets,C2_MinimizeDisposables,C3_ReusablePreferred,C4_PaperlessProcess,C5_ProcurementConsidersRecyclability,C6_ReuseRepairRefurbish,D1_ScheduledCollection,D2_RecordsMaintained,D3_AuthorisedCollectors,D4_SafeTransport,D5_VerifiesDisposalFacility,D6_OverflowProcedures,E1_RecyclersUsed,E2_MonitorsDiversionRate,E3_OrganicComposted,E4_EmployeesIdentifyRecovery,E5_SupplierPackagingCollab,E6_RecyclingSavingsTracked,F1_RegularTraining,F2_ResponsibilitiesCommunicated,F3_AwarenessProgrammes,F4_EncouragedToReport,F5_ActiveParticipation,F6_IncentivesProvided,G1_ManagementSupport,G2_FinancialResourcesAllocated,G3_ResponsibilitiesAssigned,G4_PerformanceReviewed,G5_EnvObjectivesIntegrated,G6_CorrectiveActionsTaken,H1_AwareOfRules,H2_ComplianceReviewed,H3_LicencesMaintained,H4_ContractorsCompliance,H5_AuditsConducted,H6_NonComplianceDocumented,I1_DigitalRecording,I2_DataAnalysed,I3_KPIsUsed,I4_SmartTechUsed,I5_ReportsSharedWithMgmt,I6_DataBasedDecisions,J1_CommunicatesWithAuthorities,J2_GuidelinesConsidered,J3_CollaboratesWithRecyclers,J4_ContractorsEvaluated,J5_ParticipatesInProgrammes,J6_SuppliersEncouraged,K1_HighCosts,K2_LackOfAwareness,K3_LimitedInfrastructure,K4_InadequateMonitoring,K5_LackOfPersonnel,K6_LimitedRecyclerAccess,K7_InsufficientMgmtSupport,K8_IrregularCollection,B_Section_Score,C_Section_Score,D_Section_Score,E_Section_Score,F_Section_Score,G_Section_Score,H_Section_Score,I_Section_Score,J_Section_Score,K_Barriers_Score,Overall_Maturity_Score
R2492,Hospitality/Services,Small: 10-49 employees,11-20 years,10-49,Commercial area,Plastic waste,Under development,Facility management team,3,2,3,2,2,3,4,3,4,3,3,4,4,3,3,4,3,3,4,4,3,3,3,4,3,3,2,3,3,3,3,4,4,3,4,5,2,2,3,4,3,4,3,3,2,4,4,3,3,3,3,3,4,4,3,2,,2,4,5,4,4,2.5,3.5,3.33,3.5,2.83,3.83,3.0,3.17,3.33,3.43,3.22
R2493,Healthcare,Medium: 50-249 employees,6-10 years,50-99,Urban area,Plastic waste,Not sure,Facility management team,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,5,5,4,4,2,4,3,3,4,4,4,4,4,4,4,3,4,,4,5,4,2,,4,4,5,4,3,4,5,4,5,4,4,5,4,3,3,3,3,3,4,1,3.5,3.17,3.17,4.0,3.67,3.83,3.75,4.0,4.5,3.0,3.73
R2494,Hospitality/Services,Small: 10-49 employees,11-20 years,10-49,Commercial area,Food or organic waste,No,External waste-management agency,2,3,2,3,3,3,3,3,4,3,3,2,3,4,4,3,3,3,3,4,4,2,4,4,4,3,4,5,3,4,3,3,3,2,3,3,3,3,2,2,3,3,4,4,3,4,3,3,3,3,3,4,3,3,4,5,4,3,4,3,3,3,2.67,3.0,3.33,3.5,3.83,2.83,2.67,3.5,3.17,3.62,3.17
R2495,Information Technology,Large: 250 employees or more,11-20 years,100-249,Commercial area,Mixed municipal waste,Under development,Operations department,3,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,5,4,4,3,4,5,4,5,4,3,1,3,2,3,5,3,4,3,4,3,4,4,5,4,4,3,3,3,3,3,3,2,4,3,3.33,3.17,3.33,3.33,4.0,4.17,2.67,3.67,4.0,3.0,3.52
R2496,Manufacturing,Large: 250 employees or more,6-10 years,250 or more,Semi-urban area,Plastic waste,Yes,Facility management team,3,3,3,3,3,5,4,5,5,4,5,4,4,5,5,4,4,5,5,4,5,5,5,4,4,3,3,2,2,4,5,5,4,5,5,4,5,4,4,5,4,4,4,4,5,4,5,4,5,5,5,4,4,5,3,2,3,4,3,4,2,3,3.33,4.5,4.5,4.67,3.0,4.67,4.33,4.33,4.67,3.0,4.22
R2497,Manufacturing,Medium: 50-249 employees,6-10 years,100-249,Industrial area,Plastic waste,Under development,Facility management team,4,4,3,3,3,4,4,3,4,4,4,4,2,2,2,3,2,3,4,4,5,5,4,4,4,3,4,5,3,3,3,3,3,4,5,3,4,4,3,5,4,4,4,4,3,5,3,3,3,4,3,3,3,4,3,4,4,3,5,3,3,3,3.5,3.83,2.33,4.33,3.67,3.5,4.0,3.67,3.33,3.5,3.57
R2498,Manufacturing,Medium: 50-249 employees,3-5 years,10-49,Industrial area,Plastic waste,No,External waste-management agency,1,3,3,3,2,3,2,2,3,4,3,2,3,1,2,3,2,3,3,2,2,3,3,3,2,2,2,2,1,2,2,2,1,3,2,3,3,2,2,2,2,3,3,4,2,3,2,3,3,2,3,2,4,3,5,4,4,4,5,4,4,,2.5,2.67,2.33,2.67,1.83,2.17,2.33,2.83,2.83,4.29,2.46
R2499,Retail,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Semi-urban area,Mixed municipal waste,Under development,External waste-management agency,2,3,3,3,4,3,3,3,3,2,3,2,3,4,3,3,3,4,3,1,3,2,3,2,4,3,3,2,3,2,4,4,,2,3,3,3,4,3,4,4,3,2,3,2,3,3,4,2,1,2,2,2,2,4,3,3,4,5,4,4,3,3.0,2.67,3.33,2.33,2.83,3.2,3.5,2.83,1.83,3.75,2.84
R2500,Healthcare,Large: 250 employees or more,6-10 years,250 or more,Urban area,Paper and cardboard,Yes,Environmental or sustainability department,5,4,4,5,4,4,5,5,5,5,5,4,3,4,4,4,3,4,2,3,4,3,4,3,4,5,5,5,3,3,4,4,4,3,4,3,4,4,3,5,4,4,3,,4,3,3,4,4,4,5,3,4,3,2,3,3,2,3,2,3,3,4.33,4.83,3.67,3.17,4.17,3.67,4.0,3.4,3.83,2.62,3.9
R2501,Retail,Medium: 50-249 employees,11-20 years,50-99,Urban area,Mixed municipal waste,No,External waste-management agency,3,4,3,4,4,3,4,4,3,3,3,4,4,4,4,5,3,4,4,3,2,3,3,3,3,3,3,3,2,3,3,4,3,4,4,4,4,3,5,3,4,4,5,5,4,3,5,4,4,3,3,4,4,3,4,4,2,3,4,3,3,5,3.5,3.5,4.0,3.0,2.83,3.67,3.83,4.33,3.5,3.5,3.57
R2502,Healthcare,Large: 250 employees or more,6-10 years,100-249,Urban area,Mixed municipal waste,No,Environmental or sustainability department,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R2503,Retail,Large: 250 employees or more,3-5 years,100-249,Commercial area,Paper and cardboard,Yes,Facility management team,3,4,4,4,4,4,3,3,3,4,4,3,4,3,4,5,4,4,3,3,4,2,3,3,5,4,4,4,3,5,5,3,4,4,4,3,5,4,4,5,5,5,5,4,4,5,4,5,3,3,3,3,4,,2,1,1,3,2,3,2,3,3.83,3.33,4.0,3.0,4.17,3.83,4.67,4.5,3.2,2.12,3.84
R2504,Manufacturing,Medium: 50-249 employees,6-10 years,100-249,Urban area,Plastic waste,Under development,Operations department,5,5,4,4,5,5,2,2,3,4,3,2,3,3,3,4,4,3,3,3,3,3,3,2,4,4,4,5,4,5,,4,4,5,4,4,3,4,3,5,4,2,5,5,4,4,3,4,1,3,4,2,1,3,3,4,3,3,2,3,2,2,4.67,2.67,3.33,2.83,4.33,4.2,3.5,4.17,2.33,2.75,3.56
R2505,Manufacturing,Medium: 50-249 employees,11-20 years,50-99,Urban area,Mixed municipal waste,Under development,Environmental or sustainability department,2,4,3,4,4,4,3,3,3,3,3,4,5,4,,5,5,5,3,3,3,3,4,4,3,3,3,5,4,2,5,4,5,5,5,5,3,5,4,3,5,5,4,3,4,3,5,4,4,4,4,4,3,3,3,4,2,2,2,1,3,3,3.5,3.17,4.8,3.33,3.33,4.83,4.17,3.83,3.67,2.5,3.85
R2506,Hospitality/Services,Medium: 50-249 employees,3-5 years,50-99,Urban area,Food or organic waste,Yes,Facility management team,3,2,2,2,3,3,3,3,3,4,3,2,4,4,4,3,4,4,4,4,5,4,4,4,4,5,3,3,4,4,4,4,4,4,3,5,4,3,3,3,5,3,5,4,4,4,5,3,3,,3,4,3,3,3,3,2,4,2,4,3,2,2.5,3.0,3.83,4.17,3.83,4.0,3.5,4.17,3.2,2.88,3.58
R2507,Retail,Large: 250 employees or more,11-20 years,250 or more,Urban area,Plastic waste,Yes,Environmental or sustainability department,5,4,5,4,3,4,3,4,4,4,5,5,5,4,4,4,4,3,2,,3,3,3,3,5,5,4,4,4,5,4,5,4,5,4,5,4,3,4,5,4,5,4,3,3,4,3,3,5,4,5,3,4,4,3,2,4,5,2,2,3,2,4.17,4.17,4.0,2.8,4.5,4.5,4.17,3.33,4.17,2.88,3.98
R2508,Retail,Large: 250 employees or more,11-20 years,100-249,Commercial area,Plastic waste,Under development,Facility management team,4,3,3,3,3,3,3,2,2,3,1,3,3,5,3,3,2,4,3,3,3,2,4,3,2,3,1,3,3,3,5,5,4,4,4,4,3,4,4,4,2,3,5,3,3,3,4,5,4,4,3,5,3,4,3,2,4,1,2,3,3,4,3.17,2.33,3.33,3.0,2.5,4.33,3.33,3.83,3.83,2.75,3.29
R2509,Manufacturing,Medium: 50-249 employees,11-20 years,50-99,Industrial area,Plastic waste,Yes,Facility management team,3,2,3,3,3,2,4,3,3,3,3,3,4,5,4,4,5,4,3,5,3,3,5,4,5,4,5,4,5,5,4,4,,4,4,4,4,4,3,2,4,4,5,4,4,4,3,4,5,5,5,4,5,4,3,2,2,2,3,2,3,4,2.67,3.17,4.33,3.83,4.67,4.0,3.5,4.0,4.67,2.62,3.87
R2510,Hospitality/Services,Small: 10-49 employees,3-5 years,10-49,Commercial area,Paper and cardboard,Not sure,External waste-management agency,4,5,4,4,4,5,3,3,3,3,2,4,3,3,3,3,3,2,3,3,3,,3,4,4,3,3,4,4,3,3,4,2,4,3,4,3,3,3,5,3,3,3,4,3,3,,3,3,4,3,3,3,3,3,2,2,2,2,2,3,2,4.33,3.0,2.83,3.2,3.5,3.33,3.33,3.2,3.17,2.25,3.32
R2511,Manufacturing,Small: 10-49 employees,3-5 years,Fewer than 10,Semi-urban area,Plastic waste,Yes,Operations department,4,4,4,4,4,4,2,3,3,3,3,2,4,4,3,4,4,5,2,2,1,1,5,2,3,4,3,4,2,1,4,3,4,3,5,3,5,5,4,3,4,3,2,3,1,1,3,2,3,4,3,4,4,3,3,2,2,3,4,3,5,3,4.0,2.67,4.0,2.17,2.83,3.67,4.0,2.0,3.5,3.12,3.2
R2512,Healthcare,Large: 250 employees or more,11-20 years,100-249,Commercial area,Food or organic waste,Under development,Environmental or sustainability department,3,4,3,3,3,5,5,,4,4,4,5,4,5,5,4,5,5,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,5,5,5,3,3,4,4,4,4,4,3,5,4,3,3,4,3,3,3,3,4,3.5,4.4,4.67,2.83,3.83,4.33,4.67,4.0,4.0,3.25,4.03
R2513,Manufacturing,Large: 250 employees or more,6-10 years,100-249,Industrial area,Paper and cardboard,Not sure,Operations department,3,3,3,2,2,3,3,3,2,2,4,3,4,4,4,4,4,4,3,3,2,,3,3,2,5,3,4,4,2,5,4,4,4,5,4,5,3,5,4,4,4,3,5,3,3,3,4,4,4,3,4,4,4,4,4,3,3,5,5,4,4,2.67,2.83,4.0,2.8,3.33,4.33,4.17,3.5,3.83,4.0,3.5
R2514,Manufacturing,Small: 10-49 employees,11-20 years,10-49,Industrial area,Paper and cardboard,Not sure,Facility management team,4,4,4,3,4,5,3,3,3,2,2,2,3,3,4,4,4,3,5,2,5,4,3,4,3,3,4,4,2,3,4,4,4,3,2,3,3,4,4,3,4,4,3,5,4,3,4,4,3,4,4,5,4,3,3,2,2,3,3,4,3,3,4.0,2.5,3.5,3.83,3.17,3.33,3.67,3.83,3.83,2.88,3.52
R2515,Information Technology,Small: 10-49 employees,6-10 years,10-49,Urban area,Food or organic waste,Yes,External waste-management agency,3,4,4,4,2,3,5,4,3,5,3,5,3,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,4,3,3,3,4,4,2,5,4,3,5,3,3,4,5,5,4,4,5,4,4,4,5,4,4,3,3,3,2,4,3,3,3,3.33,4.17,3.17,3.17,3.5,3.17,3.83,4.5,4.17,3.0,3.67
R2516,Healthcare,Medium: 50-249 employees,Less than 3 years,50-99,Commercial area,Plastic waste,Under development,External waste-management agency,4,3,3,4,4,4,3,4,5,5,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,2,4,3,4,4,3,3,1,3,2,2,3,3,4,3,4,4,3,3,2,3,1,2,3,3,3,4,3,3,4,4,4,3,3,4,4,3,3.67,3.83,2.67,2.33,3.33,2.33,3.5,2.33,3.17,3.62,3.02
R2517,Healthcare,Large: 250 employees or more,3-5 years,250 or more,Urban area,Plastic waste,Not sure,Facility management team,2,3,3,3,3,3,3,3,3,2,3,3,4,2,3,3,3,4,4,4,4,4,4,3,2,3,3,3,3,2,3,3,4,3,5,5,4,3,3,3,3,3,4,4,5,4,4,3,3,3,3,4,3,3,4,4,2,3,2,4,3,2,2.83,2.83,3.17,3.83,2.67,3.83,3.17,4.0,3.17,3.0,3.28
R2518,Manufacturing,Large: 250 employees or more,11-20 years,250 or more,Industrial area,Mixed municipal waste,Under development,Environmental or sustainability department,2,3,3,4,3,4,3,3,3,3,3,4,4,4,5,4,4,3,5,5,5,5,5,5,2,4,3,4,4,4,3,4,5,3,3,4,4,3,4,3,3,4,3,3,4,5,3,3,3,4,3,3,5,3,2,2,3,2,1,2,3,2,3.17,3.17,4.0,5.0,3.5,3.67,3.5,3.5,3.5,2.12,3.67
R2519,Hospitality/Services,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Industrial area,Food or organic waste,Yes,Operations department,3,4,3,2,2,3,4,3,4,3,4,4,5,4,5,4,2,4,3,3,3,4,4,3,3,4,4,4,4,4,3,5,4,3,3,3,4,3,5,3,4,4,3,3,4,4,4,4,4,3,4,4,5,4,3,4,3,3,2,3,2,2,2.83,3.67,4.0,3.33,3.83,3.5,3.83,3.67,4.0,2.75,3.63
R2520,Healthcare,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Mixed municipal waste,No,External waste-management agency,3,3,3,3,3,3,1,1,2,3,3,2,2,3,2,3,3,3,3,3,2,3,2,2,3,2,5,4,3,3,4,2,4,3,3,3,4,3,4,4,4,4,3,3,3,2,3,3,2,3,1,2,1,1,4,3,3,4,3,2,3,3,3.0,2.0,2.67,2.5,3.33,3.17,3.83,2.83,1.67,3.12,2.78
R2521,Hospitality/Services,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Semi-urban area,Plastic waste,Under development,Operations department,4,3,3,4,4,4,3,3,3,3,3,4,4,4,3,3,4,3,4,3,3,3,4,4,4,2,3,2,4,4,3,5,4,4,3,4,3,3,4,4,4,4,4,4,3,4,3,2,3,4,5,3,4,4,5,3,4,3,4,4,3,3,3.67,3.17,3.5,3.5,3.17,3.83,3.67,3.33,3.83,3.62,3.52
R2522,Manufacturing,Large: 250 employees or more,11-20 years,100-249,Industrial area,Mixed municipal waste,Yes,Environmental or sustainability department,4,3,4,4,3,4,3,5,4,5,4,4,3,4,5,4,4,5,4,5,4,4,4,4,4,4,3,3,4,4,3,4,5,3,3,3,5,,4,5,5,4,4,4,5,5,4,5,4,4,5,4,3,5,3,4,4,3,4,4,3,4,3.67,4.17,4.17,4.17,3.67,3.5,4.6,4.5,4.17,3.62,4.07
R2523,Retail,Large: 250 employees or more,6-10 years,250 or more,Commercial area,Plastic waste,Under development,Operations department,3,4,3,4,3,4,3,4,4,2,4,3,4,4,3,2,4,4,3,4,4,3,4,5,3,3,3,4,3,3,4,4,4,3,2,3,3,3,3,4,2,3,4,4,3,4,4,5,4,4,3,4,3,4,3,4,3,4,3,4,3,3,3.5,3.33,3.5,3.83,3.17,3.33,3.0,4.0,3.67,3.38,3.48
R2524,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Mixed municipal waste,No,External waste-management agency,2,2,3,3,2,4,4,3,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,2,2,3,2,3,3,3,3,3,4,3,1,3,3,3,3,2,3,2,3,5,4,2,2,2,2,2,2,3,2,4,4,3,4,5,3,4,5,2.67,3.33,2.83,2.17,2.5,2.83,2.83,3.0,2.17,4.0,2.7
R2525,Information Technology,Small: 10-49 employees,11-20 years,10-49,Commercial area,Mixed municipal waste,Yes,Facility management team,4,4,5,4,4,5,4,4,5,3,3,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,4,4,4,5,3,4,4,3,,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,2,1,2,4.33,3.83,4.5,4.5,4.17,3.6,4.5,4.0,3.83,2.25,4.14
R2526,Information Technology,Small: 10-49 employees,3-5 years,10-49,Semi-urban area,Mixed municipal waste,Under development,Facility management team,4,4,5,5,5,5,3,3,5,3,4,3,4,5,3,4,3,3,1,2,2,2,2,3,3,3,3,1,3,4,4,5,4,4,4,3,4,3,2,4,3,4,4,4,,5,4,4,5,5,5,4,4,5,1,3,2,3,2,3,4,3,4.67,3.5,3.67,2.0,2.83,4.0,3.33,4.2,4.67,2.62,3.65
R2527,Retail,Medium: 50-249 employees,3-5 years,100-249,Semi-urban area,Paper and cardboard,No,Operations department,4,3,2,3,4,2,3,3,3,4,3,4,4,3,3,4,4,3,3,3,4,3,4,,3,3,3,4,3,3,1,3,2,3,3,3,5,4,5,5,4,4,5,4,5,4,5,3,4,3,3,4,4,3,3,3,5,2,3,2,3,2,3.0,3.33,3.5,3.4,3.17,2.5,4.5,4.33,3.5,2.88,3.47
R2528,Manufacturing,Medium: 50-249 employees,11-20 years,50-99,Industrial area,Paper and cardboard,Not sure,External waste-management agency,4,3,4,3,3,3,,2,2,2,1,3,3,3,3,3,3,4,3,3,3,2,2,3,2,2,4,3,3,3,3,3,2,4,3,4,4,3,2,3,3,3,3,3,4,2,4,3,4,3,2,4,4,3,3,4,4,2,4,4,4,4,3.33,2.0,3.17,2.67,2.83,3.17,3.0,3.17,3.33,3.62,2.96
R2529,Manufacturing,Large: 250 employees or more,11-20 years,250 or more,Semi-urban area,Plastic waste,Yes,Facility management team,3,3,4,4,4,4,,2,4,3,,3,4,4,,3,4,3,5,5,4,5,5,4,4,3,3,5,4,4,4,4,4,3,3,4,4,4,3,4,4,5,5,5,5,3,4,4,4,4,,2,3,4,3,3,3,3,2,3,2,3,3.67,3.0,3.6,4.67,3.83,3.67,4.0,4.33,3.4,2.75,3.8
R2530,Manufacturing,Large: 250 employees or more,Less than 3 years,100-249,Industrial area,Plastic waste,Under development,Facility management team,4,2,3,3,3,3,2,2,4,4,3,3,2,2,1,1,2,3,3,3,4,3,3,4,4,2,3,3,2,4,3,2,3,2,3,3,2,3,2,3,3,2,3,3,3,4,2,3,3,4,3,3,4,3,2,2,3,3,3,4,3,3,3.0,3.0,1.83,3.33,3.0,2.67,2.5,3.0,3.33,2.88,2.85
R2531,Information Technology,Micro: Fewer than 10 employees,11-20 years,10-49,Urban area,Plastic waste,Yes,External waste-management agency,5,5,5,5,3,5,4,4,5,4,4,4,3,4,3,3,4,3,4,5,4,5,4,4,3,3,5,5,3,4,5,3,5,5,5,4,5,4,4,3,5,5,4,4,3,4,4,4,2,3,3,4,3,3,2,2,1,2,2,2,2,1,4.67,4.17,3.33,4.33,3.83,4.5,4.33,3.83,3.0,1.75,4.0
R2532,Manufacturing,Large: 250 employees or more,3-5 years,250 or more,Urban area,Food or organic waste,Under development,Facility management team,4,5,5,4,4,5,4,3,5,5,5,4,2,3,3,3,3,3,4,4,5,5,4,5,5,5,3,5,,4,4,3,3,4,4,5,5,4,4,4,3,4,4,4,4,5,3,3,5,4,5,5,4,4,2,,1,4,2,2,2,2,4.5,4.33,2.83,4.5,4.4,3.83,4.0,3.83,4.5,2.14,4.08
R2533,Manufacturing,Small: 10-49 employees,3-5 years,10-49,Commercial area,Paper and cardboard,Yes,Facility management team,1,4,4,3,2,3,3,4,4,2,4,4,5,5,3,3,4,4,5,4,4,4,3,5,4,5,4,4,4,3,4,4,2,4,3,5,2,3,4,3,5,3,4,3,4,4,4,4,3,4,3,4,5,3,3,5,4,4,3,4,5,4,2.83,3.5,4.0,4.17,4.0,3.67,3.33,3.83,3.67,4.0,3.67
R2534,Retail,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Plastic waste,Under development,External waste-management agency,3,4,4,4,4,5,4,4,4,3,4,3,3,3,4,4,4,4,3,3,2,4,4,4,5,4,4,3,4,4,3,3,2,3,2,,4,4,5,4,4,3,3,3,4,2,2,3,4,5,4,4,4,4,3,4,3,4,2,2,3,3,4.0,3.67,3.67,3.33,4.0,2.6,4.0,2.83,4.17,3.0,3.59
R2535,Manufacturing,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Urban area,Mixed municipal waste,Yes,Operations department,4,3,2,3,4,3,3,4,4,3,,4,4,4,4,3,4,4,3,4,3,4,4,3,4,2,3,1,2,4,3,3,3,5,4,3,1,2,2,3,2,2,2,2,3,3,4,3,4,3,4,4,4,4,4,4,2,3,3,3,3,2,3.17,3.6,3.83,3.5,2.67,3.5,2.0,2.83,3.83,3.0,3.21
R2536,Hospitality/Services,Medium: 50-249 employees,11-20 years,50-99,Urban area,Mixed municipal waste,Yes,Environmental or sustainability department,4,4,3,2,4,3,3,4,3,3,4,4,5,5,5,4,5,4,4,3,4,3,5,4,4,3,4,3,4,4,5,5,5,4,3,3,4,,4,5,4,4,4,4,3,3,4,5,4,4,3,3,4,4,3,2,1,3,2,2,2,3,3.33,3.5,4.67,3.83,3.67,4.17,4.2,3.83,3.67,2.25,3.87
R2537,Retail,Small: 10-49 employees,Less than 3 years,10-49,Commercial area,Paper and cardboard,No,External waste-management agency,2,2,3,2,3,2,4,3,3,3,3,2,3,5,3,3,4,2,4,3,3,3,4,4,2,2,3,3,2,4,4,2,3,3,3,4,4,2,5,3,4,3,3,3,3,3,3,3,2,4,3,3,2,2,4,4,3,3,4,3,3,3,2.33,3.0,3.33,3.5,2.67,3.17,3.5,3.0,2.67,3.38,3.02
R2538,Hospitality/Services,Medium: 50-249 employees,Less than 3 years,100-249,Urban area,Mixed municipal waste,No,External waste-management agency,3,2,1,2,2,1,2,2,2,3,1,3,2,3,2,3,4,2,1,1,1,2,3,2,4,4,3,4,3,3,2,2,2,3,3,3,3,3,3,4,3,2,3,3,3,2,3,4,2,3,1,2,2,2,3,4,3,3,4,5,4,3,1.83,2.17,2.67,1.67,3.5,2.5,3.0,3.0,2.0,3.62,2.48
R2539,Healthcare,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Urban area,Mixed municipal waste,Yes,Facility management team,5,5,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,5,,5,4,4,3,5,5,4,4,5,5,5,5,5,4,3,3,2,2,2,2,2,4,4.33,3.17,3.17,4.0,3.83,4.0,4.4,4.17,4.83,2.5,3.99
R2540,Healthcare,Medium: 50-249 employees,6-10 years,50-99,Semi-urban area,Food or organic waste,Not sure,Operations department,5,3,4,4,4,4,3,3,4,2,3,4,4,4,3,3,4,3,4,3,3,4,3,2,5,5,3,4,5,5,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,4,4,4,3,3,4,4,3,4,2,2,4.0,3.17,3.5,3.17,4.5,3.67,3.5,3.67,3.5,3.12,3.63
R2541,Retail,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Plastic waste,Not sure,External waste-management agency,4,4,3,3,4,4,4,3,4,5,4,5,4,3,2,3,3,3,3,4,4,4,5,4,4,4,3,3,3,3,4,3,4,5,4,5,4,5,,5,4,4,3,3,4,3,3,5,2,4,4,3,5,5,3,4,1,2,3,2,4,4,3.67,4.17,3.0,4.0,3.33,4.17,4.4,3.5,3.83,2.88,3.79
R2542,Healthcare,Large: 250 employees or more,11-20 years,100-249,Semi-urban area,Mixed municipal waste,No,Operations department,4,3,3,4,3,3,4,4,5,3,4,4,3,3,4,3,4,3,3,3,4,3,3,5,4,4,4,4,5,5,4,4,4,4,5,5,3,3,2,3,3,3,5,3,3,3,3,4,4,3,3,4,3,5,4,2,3,3,2,4,4,3,3.33,4.0,3.33,3.5,4.33,4.33,2.83,3.5,3.67,3.12,3.65
R2543,Healthcare,Medium: 50-249 employees,6-10 years,100-249,Urban area,Mixed municipal waste,Not sure,Operations department,4,3,3,4,3,3,3,4,3,5,3,4,3,4,4,3,3,3,3,3,4,2,4,3,4,3,4,4,5,5,3,3,2,4,2,3,4,4,3,3,4,3,4,3,4,4,4,3,3,3,3,2,4,3,3,2,4,3,3,4,4,2,3.33,3.67,3.33,3.17,4.17,2.83,3.5,3.67,3.0,3.12,3.41
R2544,Manufacturing,Large: 250 employees or more,11-20 years,100-249,Industrial area,Paper and cardboard,Under development,Environmental or sustainability department,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
R2545,Hospitality/Services,Small: 10-49 employees,11-20 years,Fewer than 10,Urban area,Food or organic waste,No,External waste-management agency,3,4,4,3,3,2,3,4,3,3,4,3,3,3,2,3,3,4,4,3,2,3,4,2,4,2,4,3,4,3,3,3,3,3,5,3,3,5,3,3,4,4,3,4,4,2,1,2,2,4,3,4,3,4,3,2,4,4,3,2,3,2,3.17,3.33,3.0,3.0,3.33,3.33,3.67,2.67,3.33,2.88,3.2
R2546,Retail,Medium: 50-249 employees,6-10 years,50-99,Commercial area,Paper and cardboard,Not sure,Operations department,3,3,2,3,3,4,2,,2,4,2,2,3,4,3,4,3,3,5,3,5,5,4,4,3,3,3,4,4,3,3,3,2,4,3,3,2,4,3,2,3,3,2,3,2,4,3,2,3,4,2,2,4,3,2,2,3,2,3,3,4,2,3.0,2.4,3.33,4.33,3.33,3.0,2.83,2.67,3.0,2.62,3.1
R2547,Retail,Large: 250 employees or more,6-10 years,100-249,Urban area,Mixed municipal waste,Not sure,Facility management team,3,4,4,4,5,5,3,2,2,3,2,3,3,3,4,5,4,4,2,2,2,1,3,2,2,,2,3,2,3,2,3,3,2,2,2,3,3,3,2,4,4,5,3,4,5,5,5,2,3,3,2,3,3,4,3,4,2,2,3,3,3,4.17,2.5,3.83,2.0,2.4,2.33,3.17,4.5,2.67,3.0,3.06
R2548,Retail,Small: 10-49 employees,11-20 years,10-49,Commercial area,Plastic waste,Yes,Facility management team,3,4,3,4,2,4,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,2,4,4,3,5,3,3,4,4,5,4,4,4,3,2,3,5,2,2,2,2,3.33,4.67,4.67,5.0,4.0,3.17,2.83,3.67,4.17,2.62,3.95
